Nomor,D1,D2,D3,R1,R2,R3,K1,K2,K3,Category
76,4.13775134,4.127576459,4.125221472,89.07226563,89.05924479,89.05598958,91.11328125,91.9921875,91.89453125,1
77,4.127576459,4.125221472,4.145225959,89.05924479,89.05598958,89.09830729,91.9921875,91.89453125,91.6015625,1
78,4.125221472,4.145225959,4.165158053,89.05598958,89.09830729,89.12760417,91.89453125,91.6015625,92.28515625,1
79,4.145225959,4.165158053,4.17802862,89.09830729,89.12760417,88.92578125,91.6015625,92.28515625,85.7421875,1
80,4.165158053,4.17802862,0,89.12760417,88.92578125,0,92.28515625,85.7421875,0,1
81,3.499962617,3.028223506,2.650166755,90.65104167,90.29296875,90.09765625,93.9453125,89.2578125,92.578125,1
82,3.028223506,2.650166755,2.60277371,90.29296875,90.09765625,90.05533854,89.2578125,92.578125,92.28515625,1
83,2.650166755,2.60277371,2.615763482,90.09765625,90.05533854,90.06835938,92.578125,92.28515625,92.7734375,1
84,2.60277371,2.615763482,2.597005886,90.05533854,90.06835938,90.03580729,92.28515625,92.7734375,91.015625,1
85,2.615763482,2.597005886,2.607099613,90.06835938,90.03580729,90.04882813,92.7734375,91.015625,92.1875,1
86,2.597005886,2.607099613,2.551562556,90.03580729,90.04882813,89.99023438,91.015625,92.1875,91.50390625,1
87,2.607099613,2.551562556,2.427099785,90.04882813,89.99023438,89.8828125,92.1875,91.50390625,91.11328125,1
88,2.551562556,2.427099785,2.391933182,89.99023438,89.8828125,89.85026042,91.50390625,91.11328125,91.89453125,1
89,2.427099785,2.391933182,2.386778842,89.8828125,89.85026042,89.84049479,91.11328125,91.89453125,90.91796875,1
90,2.391933182,2.386778842,2.372533386,89.85026042,89.84049479,89.82421875,91.89453125,90.91796875,91.6015625,1
91,2.386778842,2.372533386,2.39189881,89.84049479,89.82421875,89.88606771,90.91796875,91.6015625,91.50390625,1
92,2.372533386,2.39189881,2.382124188,89.82421875,89.88606771,90.02604167,91.6015625,91.50390625,91.89453125,1
93,2.39189881,2.382124188,2.389181914,89.88606771,90.02604167,90.13020833,91.50390625,91.89453125,91.796875,1
94,2.382124188,2.389181914,2.396667122,90.02604167,90.13020833,90.25390625,91.89453125,91.796875,92.1875,1
95,2.389181914,2.396667122,2.38021833,90.13020833,90.25390625,90.35807292,91.796875,92.1875,91.50390625,1
96,2.396667122,2.38021833,2.357404549,90.25390625,90.35807292,90.46875,92.1875,91.50390625,91.6015625,1
97,2.38021833,2.357404549,2.300654914,90.35807292,90.46875,90.58268229,91.50390625,91.6015625,91.11328125,1
98,2.357404549,2.300654914,2.159239778,90.46875,90.58268229,90.77148438,91.6015625,91.11328125,91.89453125,1
99,2.300654914,2.159239778,1.860351047,90.58268229,90.77148438,91.03190104,91.11328125,91.89453125,92.578125,1
100,2.159239778,1.860351047,1.517474497,90.77148438,91.03190104,91.33789063,91.89453125,92.578125,93.9453125,1
101,1.860351047,1.517474497,1.129021639,91.03190104,91.33789063,91.58528646,92.578125,93.9453125,93.1640625,1
102,1.517474497,1.129021639,1.145408177,91.33789063,91.58528646,91.65039063,93.9453125,93.1640625,92.87109375,1
103,1.129021639,1.145408177,1.123298186,91.58528646,91.65039063,91.70247396,93.1640625,92.87109375,91.9921875,1
104,1.145408177,1.123298186,1.109132137,91.65039063,91.70247396,91.71875,92.87109375,91.9921875,91.015625,1
105,1.123298186,1.109132137,1.094532453,91.70247396,91.71875,91.73502604,91.9921875,91.015625,91.015625,1
106,1.109132137,1.094532453,1.093089338,91.71875,91.73502604,91.74153646,91.015625,91.015625,91.6015625,1
107,1.094532453,1.093089338,1.093089338,91.73502604,91.74153646,91.74153646,91.015625,91.6015625,90.4296875,1
108,1.093089338,1.093089338,0.997859549,91.74153646,91.74153646,91.79036458,91.6015625,90.4296875,90.52734375,1
109,1.093089338,0.997859549,0.922660453,91.74153646,91.79036458,91.68945313,90.4296875,90.52734375,90.91796875,1
110,0.997859549,0.922660453,0.806796807,91.79036458,91.68945313,91.75455729,90.52734375,90.91796875,91.2109375,1
111,0.922660453,0.806796807,0.793812046,91.68945313,91.75455729,91.71549479,90.91796875,91.2109375,91.40625,1
112,0.806796807,0.793812046,0.810423122,91.75455729,91.71549479,91.66015625,91.2109375,91.40625,90.625,1
113,0.793812046,0.810423122,0.790456263,91.71549479,91.66015625,91.6015625,91.40625,90.625,91.015625,1
114,0.810423122,0.790456263,0.788157825,91.66015625,91.6015625,91.60481771,90.625,91.015625,91.11328125,1
115,0.790456263,0.788157825,0.780716637,91.6015625,91.60481771,91.58854167,91.015625,91.11328125,91.69921875,1
116,0.788157825,0.780716637,0.805266843,91.60481771,91.58854167,91.62760417,91.11328125,91.69921875,92.67578125,1
117,0.780716637,0.805266843,0.80057726,91.58854167,91.62760417,91.63736979,91.69921875,92.67578125,91.40625,1
118,0.805266843,0.80057726,0.841120586,91.62760417,91.63736979,91.67643229,92.67578125,91.40625,93.06640625,1
119,0.80057726,0.841120586,0.829625706,91.63736979,91.67643229,91.69596354,91.40625,93.06640625,91.50390625,1
120,0.841120586,0.829625706,0,91.67643229,91.69596354,0,93.06640625,91.50390625,0,1
121,3.076169202,3.076169202,3.096996546,9.921875,9.921875,10.04231771,7.91015625,8.69140625,12.3046875,2
122,3.076169202,3.096996546,3.085294135,9.921875,10.04231771,10.07486979,8.69140625,12.3046875,9.47265625,2
123,3.096996546,3.085294135,3.091815715,10.04231771,10.07486979,10.18880208,12.3046875,9.47265625,12.01171875,2
124,3.085294135,3.091815715,3.093603861,10.07486979,10.18880208,10.18554688,9.47265625,12.01171875,8.49609375,2
125,3.091815715,3.093603861,3.097697285,10.18880208,10.18554688,10.17903646,12.01171875,8.49609375,8.203125,2
126,3.093603861,3.097697285,3.086679459,10.18554688,10.17903646,10.04231771,8.49609375,8.203125,8.30078125,2
127,3.097697285,3.086679459,2.712608356,10.17903646,10.04231771,9.720052083,8.203125,8.30078125,8.30078125,2
128,3.086679459,2.712608356,2.33254513,10.04231771,9.720052083,9.440104167,8.30078125,8.30078125,8.69140625,2
129,2.712608356,2.33254513,2.33254513,9.720052083,9.440104167,9.440104167,8.30078125,8.69140625,8.7890625,2
130,2.33254513,2.33254513,2.33153217,9.440104167,9.440104167,9.443359375,8.69140625,8.7890625,8.7890625,2
131,2.33254513,2.33153217,2.324976069,9.440104167,9.443359375,9.443359375,8.7890625,8.7890625,8.7890625,2
132,2.33153217,2.324976069,2.317573852,9.443359375,9.443359375,9.443359375,8.7890625,8.7890625,8.69140625,2
133,2.324976069,2.317573852,2.323938583,9.443359375,9.443359375,9.443359375,8.7890625,8.69140625,8.49609375,2
134,2.317573852,2.323938583,2.306971293,9.443359375,9.443359375,9.443359375,8.69140625,8.49609375,8.203125,2
135,2.323938583,2.306971293,1.764475543,9.443359375,9.443359375,8.287760417,8.49609375,8.203125,8.0078125,2
136,2.306971293,1.764475543,1.765788994,9.443359375,8.287760417,8.287760417,8.203125,8.0078125,8.30078125,2
137,1.764475543,1.765788994,1.729256497,8.287760417,8.287760417,8.287760417,8.0078125,8.30078125,8.30078125,2
138,1.765788994,1.729256497,1.004805539,8.287760417,8.287760417,8.287760417,8.30078125,8.30078125,8.30078125,2
139,1.729256497,1.004805539,0.999505984,8.287760417,8.287760417,8.287760417,8.30078125,8.30078125,8.30078125,2
140,1.004805539,0.999505984,0.999505984,8.287760417,8.287760417,8.287760417,8.30078125,8.30078125,9.08203125,2
141,0.999505984,0.999505984,0.999505984,8.287760417,8.287760417,8.287760417,8.30078125,9.08203125,8.30078125,2
142,0.999505984,0.999505984,0.999505984,8.287760417,8.287760417,8.287760417,9.08203125,8.30078125,8.30078125,2
143,0.999505984,0.999505984,1.00062949,8.287760417,8.287760417,8.287760417,8.30078125,8.30078125,8.30078125,2
144,0.999505984,1.00062949,1.002069021,8.287760417,8.287760417,8.287760417,8.30078125,8.30078125,8.203125,2
145,1.00062949,1.002069021,1.002069021,8.287760417,8.287760417,8.287760417,8.30078125,8.203125,8.30078125,2
146,1.002069021,1.002069021,1.002069021,8.287760417,8.287760417,8.287760417,8.203125,8.30078125,8.30078125,2
147,1.002069021,1.002069021,1.00062949,8.287760417,8.287760417,8.287760417,8.30078125,8.30078125,8.30078125,2
148,1.002069021,1.00062949,0.996721924,8.287760417,8.287760417,8.287760417,8.30078125,8.30078125,8.203125,2
149,1.00062949,0.996721924,0.990250692,8.287760417,8.287760417,8.287760417,8.30078125,8.203125,8.203125,2
150,0.996721924,0.990250692,0.992903865,8.287760417,8.287760417,8.287760417,8.203125,8.203125,8.30078125,2
151,0.990250692,0.992903865,0.722980788,8.287760417,8.287760417,8.287760417,8.203125,8.30078125,8.203125,2
152,0.992903865,0.722980788,0.702682102,8.287760417,8.287760417,8.287760417,8.30078125,8.203125,8.30078125,2
